시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하rur개수,전세매물최고,전세가율,전세매물최저,전세매물개수
부산광역시,강서구,극동스타클래스(국평),https://new.land.naver.com/complexes/25894,2008.11.25.,"1,124세대(21동)",5억7천,3억,3억5천,2억9천800,-47,31건,26건,2억6천,47,2억5천,2건
부산광역시,강서구,협성·DS엘리시안(국평),https://new.land.naver.com/complexes/108371,2015.04.17.,"1,277세대(14동)",2억8천800,2억2천,0,2억3천,-20,12건,1건,2억,74,2억,1건
부산광역시,강서구,지사과학삼정그린코아(국평),https://new.land.naver.com/complexes/109546,2017.04.27.,"1,013세대(10동)",2억6천900,2억,0,2억3천,-14,9건,0건,1억9천,72,1억9천,3건
부산광역시,강서구,지사과학삼정그린코아(소형),https://new.land.naver.com/complexes/109546,2017.04.27.,"1,013세대(10동)",1억9천,1억4천,1억4천,1억4천500,-23,21건,13건,1억4천,83,1억2천,14건
부산광역시,강서구,협성·DS엘리시안(소형),https://new.land.naver.com/complexes/108371,2015.04.17.,"1,277세대(14동)",1억9천500,1억3천500,1억3천500,1억4천,-28,36건,23건,1억3천,66,1억2천,8건
부산광역시,금정구,래미안장전(국평),https://new.land.naver.com/complexes/109188,2017.09.21.,"1,938세대(12동)",12억2천500,6억8천,7억7천500,7억9천,-35,77건,70건,4억7천,40,4억,6건
부산광역시,금정구,래미안장전(소형),https://new.land.naver.com/complexes/109188,2017.09.21.,"1,938세대(12동)",9억1천500,5억2천,6억,6억5천,-28,5건,3건,,,,
부산광역시,금정구,구서동쌍용예가2단지(국평),https://new.land.naver.com/complexes/26271,2010.10.28.,809세대(13동),7억5천,5억8천,6억2천500,5억9천800,-20,6건,1건,4억3천,63,4억3천,2건
부산광역시,금정구,삼한골든뷰에듀스테이션(국평),https://new.land.naver.com/complexes/119150,2021.06.30.,610세대(5동),7억500,5억1천,5억9천500,5억9천,-16,56건,0건,,,,
부산광역시,금정구,구서SKVIEW1단지(국평),,2016.08.18.,532세대(6동),7억6천500,5억8천800,6억500,5억8천,-24,47건,2건,4억,53,3억6천,7건
부산광역시,금정구,장전동금정산SKVIEW(국평),https://new.land.naver.com/complexes/26274,2010.08.27.,"1,306세대(15동)",7억8천700,5억2천,5억6천500,5억7천,-27,36건,31건,,,,
부산광역시,금정구,삼한골든뷰에듀스테이션(소형),https://new.land.naver.com/complexes/119150,2021.06.30.,610세대(5동),5억6천800,5억6천,0,5억6천,-1,7건,0건,,,,
부산광역시,금정구,장전서희스타힐스(국평),https://new.land.naver.com/complexes/109233,2017.07.31.,324세대(3동),6억7천500,5억,5억,5억3천,-21,15건,2건,3억5천,56,3억5천,2건
부산광역시,금정구,장전삼정그린코아더베스트(국평),https://new.land.naver.com/complexes/111633,2018.12.21.,280세대(2동),6억8천500,4억7천,5억2천500,5억2천,-24,35건,4건,4억,53,3억5천,4건
부산광역시,금정구,금정산2차쌍용예가(국평),,2014.05.27.,565세대(6동),7억500,4억8천500,5억3천,5억1천,-27,55건,31건,3억5천,51,3억4천,3건
부산광역시,금정구,구서동롯데캐슬골드1단지(1051)(국평),https://new.land.naver.com/complexes/11378,2006.02.10.,"1,728세대(25동)",7억3천,4억5천,4억8천,5억,-31,35건,29건,3억3천,55,3억,11건
부산광역시,금정구,온천장역동원로얄듀크(국평),https://new.land.naver.com/complexes/111912,2018.02.09.,210세대(3동),6억3천800,4억6천,4억6천,5억,-21,14건,7건,3억8천,69,3억8천,1건
부산광역시,금정구,구서동롯데캐슬골드2단지(1049)(국평),https://new.land.naver.com/complexes/11379,2006.02.10.,"1,926세대(29동)",6억8천500,4억3천,4억5천200,4억7천,-31,26건,12건,3억5천,58,3억,5건
부산광역시,금정구,금정산쌍용예가(국평),https://new.land.naver.com/complexes/101742,2012.10.30.,514세대(6동),6억6천500,4억7천,4억9천,4억7천,-29,37건,20건,3억3천,51,3억2천,8건
부산광역시,금정구,벽산블루밍장전디자인시티2단지(국평),,2012.06.26.,"1,539세대(19동)",7억500,4억3천,4억3천,4억6천500,-34,35건,32건,3억3천,55,3억,6건
부산광역시,금정구,금정힐스테이트(국평),https://new.land.naver.com/complexes/26533,2010.05.28.,301세대(5동),5억4천,4억2천600,0,4억4천,-18,7건,0건,3억2천,62,3억2천,3건
부산광역시,금정구,부곡롯데캐슬디아망(국평),https://new.land.naver.com/complexes/100472,2010.01.25.,311세대(5동),5억,4억1천700,4억1천700,4억4천,-12,15건,0건,2억7천,49,2억7천,2건
부산광역시,금정구,장전동금정산SKVIEW(소형),https://new.land.naver.com/complexes/26274,2010.08.27.,"1,306세대(15동)",5억6천300,4억1천200,4억1천200,4억1천500,-26,14건,7건,,,,
부산광역시,금정구,벽산블루밍장전디자인시티2단지(소형),,2012.06.26.,"1,539세대(19동)",5억3천700,4억2천300,0,4억,-25,11건,2건,2억9천,60,2억5천,6건
부산광역시,금정구,구서동롯데캐슬골드1단지(1051)(소형),https://new.land.naver.com/complexes/11378,2006.02.10.,"1,728세대(25동)",5억500,3억8천500,3억9천500,3억8천,-24,13건,5건,2억7천,61,2억7천,2건
부산광역시,금정구,구서동롯데캐슬골드2단지(1049)(소형),https://new.land.naver.com/complexes/11379,2006.02.10.,"1,926세대(29동)",5억,3억7천,3억7천300,3억6천,-28,10건,5건,2억7천,64,2억7천,2건
부산광역시,기장군,e편한세상일광(국평),https://new.land.naver.com/complexes/117305,2020.01.23.,913세대(10동),7억4천500,0,0,5억1천,-31,39건,34건,3억2천,46,2억8천,11건
부산광역시,기장군,일광자이푸르지오2단지(국평),https://new.land.naver.com/complexes/117307,2020.01.23.,"1,059세대(11동)",8억4천,0,0,5억1천,-39,71건,65건,3억8천,51,2억7천,15건
부산광역시,기장군,일광한신더휴센트럴포레2단지(국평),https://new.land.naver.com/complexes/119577,2020.06.19.,748세대(8동),5억9천500,0,0,4억9천500,-16,29건,0건,3억3천,51,2억8천,5건
부산광역시,기장군,일광자이푸르지오1단지(국평),https://new.land.naver.com/complexes/117306,2020.01.23.,488세대(5동),7억7천800,4억5천300,4억8천,4억9천,-37,22건,20건,3억3천,51,2억8천,12건
부산광역시,기장군,일광한신더휴센트럴포레1단지(국평),https://new.land.naver.com/complexes/119568,2020.06.19.,550세대(6동),5억5천700,0,0,4억7천,-15,19건,0건,3억5천,58,2억7천,5건
부산광역시,기장군,동부산관광단지삼정그린코아더베스트(국평),https://new.land.naver.com/complexes/110382,2017.07.17.,549세대(12동),7억1천500,4억1천900,4억5천,4억2천,-41,39건,36건,2억7천,36,2억1천,10건
부산광역시,기장군,일광대성베르힐(국평),https://new.land.naver.com/complexes/122051,2020.09.23.,518세대(7동),5억5천500,0,0,4억1천500,-25,64건,10건,3억1천,55,2억8천,4건
부산광역시,기장군,정관가화만사성더테라스2차(국평),https://new.land.naver.com/complexes/112222,2018.06.01.,396세대(14동),6억1천,3억7천,0,4억1천,-32,16건,15건,3억5천,56,3억,2건
부산광역시,기장군,정관가화만사성더테라스1차(국평),https://new.land.naver.com/complexes/111165,2017.09.,431세대(18동),5억8천300,3억5천500,3억5천500,4억,-31,14건,10건,4억,62,3억1천,4건
부산광역시,기장군,일광한신더휴센트럴포레2단지(소형),https://new.land.naver.com/complexes/119577,2020.06.19.,748세대(8동),5억200,0,0,3억4천,-32,15건,11건,2억7천,64,2억2천,8건
부산광역시,기장군,일광한신더휴센트럴포레1단지(소형),https://new.land.naver.com/complexes/119568,2020.06.19.,550세대(6동),4억6천700,0,0,3억3천,-29,21건,8건,2억6천,63,2억3천,2건
부산광역시,기장군,고촌센트럴아파트(국평),https://new.land.naver.com/complexes/107337,2014.01.03.,474세대(11동),5억6천,2억5천,4억900,3억3천,-41,13건,12건,2억2천,47,2억1천,2건
부산광역시,기장군,정관가화만사성더테라스2차(소형),https://new.land.naver.com/complexes/112222,2018.06.01.,396세대(14동),4억6천,0,0,2억7천,-41,35건,25건,2억8천,62,2억,4건
부산광역시,기장군,정관가화만사성더테라스1차(소형),https://new.land.naver.com/complexes/111165,2017.09.,431세대(18동),4억3천800,0,0,2억5천500,-41,30건,21건,2억2천,49,1억9천,4건
부산광역시,남구,대연자이(국평),https://new.land.naver.com/complexes/113686,2019.03.28.,"965세대(기타임대 50세대 포함, 총9동)",10억7천200,7억3천500,7억7천800,7억7천,-28,7건,7건,4억2천,50,4억2천,1건
부산광역시,남구,GS하이츠자이(국평),https://new.land.naver.com/complexes/22443,2008.04.03.,"1,149세대(9동)",9억2천,7억,7억9천700,7억5천,-18,20건,0건,4억5천,50,3억8천,7건
부산광역시,남구,대연힐스테이트푸르지오(국평),https://new.land.naver.com/complexes/105323,2013.05.31.,"2,100세대(12동)",11억1천,6억1천500,7억5천,7억5천,-32,46건,35건,4억8천,52,4억2천,14건
부산광역시,남구,대연SKVIEWHills(국평),,2018.07.11.,994세대(11동),10억2천,6억5천,7억6천700,7억5천,-26,54건,18건,4억5천,47,3억7천,12건
부산광역시,남구,부산대연동푸르지오(국평),,2005.01.13.,678세대(5동),8억,6억500,6억6천300,7억,-12,7건,0건,,,,
부산광역시,남구,대연롯데캐슬(국평),https://new.land.naver.com/complexes/109359,2015.01.12.,"564세대(기타임대 50세대 포함, 총9동)",8억9천,5억8천,6억4천500,6억8천,-23,19건,8건,4억,53,4억,3건
부산광역시,남구,대연힐스테이트푸르지오(소형),https://new.land.naver.com/complexes/105323,2013.05.31.,"2,100세대(12동)",7억5천100,5억3천,5억3천,6억5천,-13,11건,0건,3억5천,51,3억5천,2건
부산광역시,남구,대연롯데캐슬레전드1단지(국평),,2018.02.27.,"3,149세대(30동)",9억7천,5억5천,6억4천500,6억3천500,-34,123건,117건,4억2천,52,2억8천940,41건
부산광역시,남구,베스티움(국평),https://new.land.naver.com/complexes/104382,2019.04.19.,743세대(10동),7억8천800,4억8천500,0,5억8천,-26,14건,7건,3억7천,49,3억7천,1건
부산광역시,남구,대연SKVIEWHills(소형),,2018.07.11.,994세대(11동),7억7천,5억,5억,5억6천500,-26,27건,13건,3억5천,48,3억2천,5건
부산광역시,남구,대연자이(소형),https://new.land.naver.com/complexes/113686,2019.03.28.,"965세대(기타임대 50세대 포함, 총9동)",8억,3억6천,4억4천,5억6천,-30,40건,38건,3억5천,54,3억,3건
부산광역시,남구,대연롯데캐슬(소형),https://new.land.naver.com/complexes/109359,2015.01.12.,"564세대(기타임대 50세대 포함, 총9동)",7억,4억7천800,0,5억5천,-21,2건,2건,,,,
부산광역시,남구,대연롯데캐슬레전드1단지(소형),,2018.02.27.,"3,149세대(30동)",7억1천900,4억4천,4억9천,5억,-30,21건,19건,3억,49,3억,2건
부산광역시,남구,엘지메트로시티5(국평),,2004.10.01.,804세대(9동),7억9천700,3억5천,5억2천800,4억8천,-39,12건,12건,2억7천,47,2억5천,4건
부산광역시,남구,엘지메트로시티2(국평),https://new.land.naver.com/complexes/9706,2002.01.31.,362세대(3동),7억7천900,4억7천300,5억,4억8천,-38,11건,9건,2억7천,39,2억7천,1건
부산광역시,남구,엘지메트로시티1(국평),https://new.land.naver.com/complexes/8039,2001.06.16.,"2,637세대(30동)",8억2천500,4억5천,4억5천,4억7천,-43,28건,28건,3억,50,2억1천,10건
부산광역시,남구,대연파크푸르지오(국평),https://new.land.naver.com/complexes/110440,2018.06.28.,"1,422세대(민간임대 126세대 포함, 총14동)",8억,4억5천200,4억8천,4억7천,-41,67건,65건,3억3천,44,3억3천,1건
부산광역시,남구,베스티움(소형),https://new.land.naver.com/complexes/104382,2019.04.19.,743세대(10동),6억1천500,4억2천500,4억4천900,4억5천,-26,6건,3건,,,,
부산광역시,남구,문현경동리인아파트(국평),https://new.land.naver.com/complexes/114815,2020.07.08.,469세대(5동),5억1천300,4억1천,4억1천,4억5천,-12,18건,0건,3억,33,2억9천,5건
부산광역시,남구,문현범양레우스(국평),https://new.land.naver.com/complexes/109842,2017.05.31.,224세대(5동),4억3천900,3억,3억,4억1천,-6,8건,0건,,,,
부산광역시,남구,엘지메트로시티5(소형),,2004.10.01.,804세대(9동),5억5천500,3억8천,3억8천,4억,-27,6건,5건,2억4천,52,2억4천,1건
부산광역시,남구,엘지메트로시티1(소형),https://new.land.naver.com/complexes/8039,2001.06.16.,"2,637세대(30동)",5억7천800,3억6천500,0,3억9천500,-31,6건,6건,3억3천,73,2억3천,2건
부산광역시,남구,대연파크푸르지오(소형),https://new.land.naver.com/complexes/110440,2018.06.28.,"1,422세대(민간임대 126세대 포함, 총14동)",6억3천,3억8천,0,3억9천,-38,22건,20건,,,,
부산광역시,동구,협성휴포레부산진역오션뷰(국평),https://new.land.naver.com/complexes/111124,2019.07.,788세대(3동),8억5천,7억3천,0,6억5천,-23,15건,1건,3억8천,40,3억8천,2건
부산광역시,동구,e편한세상부산항(국평),https://new.land.naver.com/complexes/112391,2019.07.23.,752세대(4동),8억8천500,5억2천,5억5천500,5억6천500,-36,46건,44건,3억7천,46,3억5천,4건
부산광역시,동구,초량베스티움센트럴베이(국평),https://new.land.naver.com/complexes/121688,2021.03.,"449세대(기타임대 24세대 포함, 총7동)",7억7천800,5억800,0,5억5천,-29,4건,4건,3억5천,58,3억5천,1건
부산광역시,동구,범양레우스센트럴베이(국평),https://new.land.naver.com/complexes/113275,2020.02.27.,856세대(3동),7억4천,5억1천,5억3천,5억,-32,51건,19건,3억2천,44,3억,4건
부산광역시,동구,오션브릿지(국평),https://new.land.naver.com/complexes/109160,2017.06.19.,652세대(2동),7억1천700,4억7천,5억7천,4억8천,-33,22건,12건,3억5천,56,2억7천500,5건
부산광역시,동구,협성휴포레부산진역오션뷰(소형),https://new.land.naver.com/complexes/111124,2019.07.,788세대(3동),6억9천,4억1천,4억9천,4억7천,-31,30건,19건,3억3천,51,2억9천,9건
부산광역시,동구,지원더뷰오션2차(국평),https://new.land.naver.com/complexes/112167,2019.12.02.,231세대(1동),6억4천500,4억3천500,4억4천,4억5천,-30,19건,12건,3억,40,2억8천,3건
부산광역시,동구,지원더뷰오션1차(국평),https://new.land.naver.com/complexes/111506,2018.10.15.,165세대(1동),4억9천800,3억7천500,4억6천,4억2천,-15,9건,0건,3억2천,46,2억8천,3건
부산광역시,동구,반도보라스카이뷰(국평),https://new.land.naver.com/complexes/14593,2006.01.13.,256세대(1동),4억7천,3억9천,0,3억6천,-23,6건,3건,2억5천,62,2억5천,1건
부산광역시,동구,오션브릿지(소형),https://new.land.naver.com/complexes/109160,2017.06.19.,652세대(2동),5억5천,2억5천,0,3억6천,-34,36건,33건,3억,67,2억3천,13건
부산광역시,동구,센트럴베이동원로얄듀크비스타(국평),https://new.land.naver.com/complexes/25363,2011.06.16.,270세대(2동),4억1천,3억,0,3억5천,-14,14건,0건,2억3천,42,2억3천,1건
부산광역시,동구,두산위브범일뉴타운(국평),https://new.land.naver.com/complexes/14493,2006.06.27.,466세대(3동),3억8천500,3억3천500,0,3억3천,-14,29건,0건,,,,
부산광역시,동구,두산위브범일뉴타운(소형),https://new.land.naver.com/complexes/14493,2006.06.27.,466세대(3동),3억5천500,2억4천,2억4천200,2억5천,-29,10건,8건,1억8천,56,1억8천,2건
부산광역시,동래구,사직롯데캐슬더클래식(국평),https://new.land.naver.com/complexes/107577,2017.01.16.,"1,064세대(민간임대 84세대 포함, 총8동)",12억3천,7억5천,9억3천,9억3천,-24,30건,8건,5억2천,47,4억5천,5건
부산광역시,동래구,쌍용더플래티넘사직아시아드아파트(국평),https://new.land.naver.com/complexes/107994,2020.02.28.,914세대(6동),11억,7억4천500,8억7천,8억6천,-21,66건,1건,4억8천,38,4억3천,9건
부산광역시,동래구,동래럭키(국평),https://new.land.naver.com/complexes/10340,1983.11.04.,"1,536세대(18동)",13억4천,8억,0,8억1천,-39,17건,17건,2억3천,23,1억7천,11건
부산광역시,동래구,명륜자이(국평),https://new.land.naver.com/complexes/113713,2019.02.25.,"671세대(기타임대 34세대 포함, 총7동)",10억5천500,6억8천,7억8천,7억8천,-26,30건,17건,5억,53,4억,4건
부산광역시,동래구,동래래미안아이파크(국평),https://new.land.naver.com/complexes/123223,2022.06.14.,"3,853세대(민간임대 200세대 포함, 총32동)",9억8천200,7억1천,8억3천,7억5천,-23,166건,11건,5억,45,3억6천,53건
부산광역시,동래구,사직역삼정그린코아더베스트2차(국평),https://new.land.naver.com/complexes/110499,2018.07.18.,230세대(3동),8억5천500,6억7천,6억9천,7억3천,-14,6건,0건,4억,43,3억6천,2건
부산광역시,동래구,명륜한신(소형),https://new.land.naver.com/complexes/9956,1985.09.14.,157세대(5동),6억9천,0,0,7억,1,2건,0건,,,,
부산광역시,동래구,사직롯데캐슬더클래식(소형),https://new.land.naver.com/complexes/107577,2017.01.16.,"1,064세대(민간임대 84세대 포함, 총8동)",8억7천500,5억8천800,6억9천500,6억9천500,-20,16건,6건,,,,
부산광역시,동래구,쌍용더플래티넘사직아시아드아파트(소형),https://new.land.naver.com/complexes/107994,2020.02.28.,914세대(6동),8억3천,5억6천500,6억6천,6억8천,-18,12건,0건,3억8천,49,3억8천,1건
부산광역시,동래구,e편한세상동래아시아드(국평),https://new.land.naver.com/complexes/120091,2020.06.26.,"439세대(기타임대 22세대 포함, 총4동)",9억3천,6억,7억,6억6천,-29,22건,17건,4억,50,4억,3건
부산광역시,동래구,명륜아이파크1단지(국평),https://new.land.naver.com/complexes/103343,2013.12.30.,"1,139세대(16동)",8억1천700,5억8천500,6억4천,6억6천,-19,40건,0건,4억4천,50,3억8천,6건
부산광역시,동래구,명륜동힐스테이트(국평),https://new.land.naver.com/complexes/125831,2018.12.27.,493세대(5동),9억8천,5억9천500,6억4천500,6억5천,-33,36건,27건,4억,41,3억5천,3건
부산광역시,동래구,사직역삼정그린코아더베스트1차(국평),https://new.land.naver.com/complexes/107983,2016.12.26.,313세대(3동),10억,6억2천800,6억7천300,6억5천,-35,21건,17건,4억5천,53,4억5천,1건
부산광역시,동래구,동래롯데캐슬퀸(국평),https://new.land.naver.com/complexes/119205,2020.12.24.,210세대(2동),7억5천500,5억9천,6억1천800,6억3천,-16,26건,0건,4억,47,3억9천,5건
부산광역시,동래구,동래래미안아이파크(소형),https://new.land.naver.com/complexes/123223,2022.06.14.,"3,853세대(민간임대 200세대 포함, 총32동)",6억9천500,5억,5억9천500,6억,-13,13건,0건,3억9천,47,3억3천,6건
부산광역시,동래구,명륜아이파크1단지(소형),https://new.land.naver.com/complexes/103343,2013.12.30.,"1,139세대(16동)",7억8천800,0,0,5억9천,-25,7건,5건,3억2천,49,3억2천,1건
부산광역시,동래구,명륜자이(소형),https://new.land.naver.com/complexes/113713,2019.02.25.,"671세대(기타임대 34세대 포함, 총7동)",8억5천,5억5천300,6억,5억8천,-31,5건,5건,3억5천,54,3억,3건
부산광역시,동래구,포레나동래(국평),https://new.land.naver.com/complexes/110948,2019.02.26.,732세대(4동),8억4천,5억2천,5억5천700,5억7천,-32,71건,49건,4억,53,3억3천,16건
부산광역시,동래구,동래효성해링턴플레이스(국평),https://new.land.naver.com/complexes/110276,2019.06.30.,762세대(3동),8억,4억5천500,5억2천500,5억7천,-28,33건,22건,3억5천,44,3억3천,7건
부산광역시,동래구,온천천경동리인타워(국평),,2019.05.30.,310세대(2동),6억4천,5억4천,0,5억5천,-14,27건,0건,3억8천,54,3억4천,5건
부산광역시,동래구,동래센트럴파크하이츠2차(국평),https://new.land.naver.com/complexes/26285,2010.12.31.,680세대(7동),7억8천700,5억,5억7천500,5억5천,-30,15건,12건,3억5천,50,3억5천,1건
부산광역시,동래구,e편한세상동래아시아드(소형),https://new.land.naver.com/complexes/120091,2020.06.26.,"439세대(기타임대 22세대 포함, 총4동)",5억5천,5억1천,5억1천,5억5천,0,3건,0건,3억2천,54,3억2천,1건
부산광역시,동래구,명륜2차아이파크1단지(국평),https://new.land.naver.com/complexes/105814,2015.11.30.,"1,609세대(18동)",8억5천,5억5천,5억9천500,5억3천,-37,71건,51건,3억7천,42,3억6천,4건
부산광역시,동래구,삼익(국평),https://new.land.naver.com/complexes/4968,1978.12.11.,432세대(3동),8억1천,4억7천,4억7천,5억,-38,5건,4건,1억7천,26,1억7천,6건
부산광역시,동래구,명륜2차아이파크1단지(소형),https://new.land.naver.com/complexes/105814,2015.11.30.,"1,609세대(18동)",6억3천,4억800,4억6천,4억6천500,-26,24건,16건,3억,55,2억8천,2건
부산광역시,동래구,삼익(소형),https://new.land.naver.com/complexes/4968,1978.12.11.,432세대(3동),4억9천,0,0,4억,-18,11건,0건,1억5천,30,1억5천,2건
부산광역시,동래구,삼익(소형),https://new.land.naver.com/complexes/4968,1978.12.11.,432세대(3동),5억7천700,0,0,4억,-30,11건,7건,1억5천,30,1억5천,2건
부산광역시,부산진구,래미안어반파크아파트(국평),https://new.land.naver.com/complexes/126473,2022.09.,"2,616세대(기타임대 132세대 포함, 총24동)",7억4천,6억7천500,7억,6억9천800,-5,36건,0건,4억8천,53,3억3천,19건
부산광역시,부산진구,삼한골든뷰센트럴파크(국평),https://new.land.naver.com/complexes/110562,2019.05.03.,"1,272세대(3동)",10억6천500,6억,6억5천,6억9천,-35,85건,57건,4억5천,38,3억2천,8건
부산광역시,부산진구,서면아이파크1단지(국평),https://new.land.naver.com/complexes/119101,2021.08.23.,"1,862세대(25동)",8억9천,5억9천500,5억9천800,6억,-32,37건,19건,4억5천,56,4억,4건
부산광역시,부산진구,래미안어반파크아파트(소형),https://new.land.naver.com/complexes/126473,2022.09.,"2,616세대(기타임대 132세대 포함, 총24동)",5억2천800,5억2천800,5억2천800,5억4천,2,12건,0건,3억3천,48,3억1천,6건
부산광역시,부산진구,서면롯데캐슬스카이(국평),https://new.land.naver.com/complexes/9776,2004.12.18.,"1,395세대(9동)",7억3천,5억,5억3천,5억4천,-26,3건,2건,3억6천,55,3억6천,1건
부산광역시,부산진구,대원아파트(국평),https://new.land.naver.com/complexes/5162,1984.06.12.,184세대(1동),5억9천900,4억8천,0,5억,-16,3건,0건,,,,
부산광역시,부산진구,포레나부산초읍(국평),https://new.land.naver.com/complexes/116166,2020.03.30.,"1,113세대(기타임대 60세대 포함, 총11동)",7억,4억7천500,5억,5억,-28,83건,63건,3억,43,3억,7건
부산광역시,부산진구,개금역금강펜테리움더스퀘어아파트(국평),https://new.land.naver.com/complexes/108971,2018.02.27.,620세대(4동),7억8천500,4억7천,5억3천200,5억,-36,59건,43건,4억2천,56,3억5천,7건
부산광역시,부산진구,연지자이2차(국평),https://new.land.naver.com/complexes/26210,2011.12.02.,"1,011세대(공공임대 86세대 포함, 총13동)",6억4천,4억300,4억1천,4억5천,-29,35건,30건,3억,54,2억7천,7건
부산광역시,부산진구,서면동일파크스위트3차(국평),https://new.land.naver.com/complexes/109478,2017.06.30.,727세대(9동),6억2천500,4억3천500,4억4천,4억5천,-28,28건,11건,2억8천,50,2억7천,4건
부산광역시,부산진구,개금롯데캐슬(국평),https://new.land.naver.com/complexes/100717,2010.11.12.,489세대(5동),5억7천100,3억9천,4억700,4억4천500,-22,26건,2건,3억2천,58,3억,2건
부산광역시,부산진구,서면롯데캐슬스카이(소형),https://new.land.naver.com/complexes/9776,2004.12.18.,"1,395세대(9동)",5억2천500,2억8천,3억9천700,4억4천,-16,1건,0건,,,,
부산광역시,부산진구,협성휴포레시티즌파크(국평),https://new.land.naver.com/complexes/119144,2020.07.20.,389세대(4동),5억1천890,4억1천,4억1천,4억4천,-15,33건,0건,3억3천,55,2억8천,8건
부산광역시,부산진구,대원칸타빌멤버스(국평),https://new.land.naver.com/complexes/13627,2006.08.29.,840세대(6동),5억6천,3억9천500,3억9천500,4억1천,-26,17건,11건,2억9천,59,2억9천,1건
부산광역시,부산진구,서면한신(국평),https://new.land.naver.com/complexes/5249,1997.09.13.,705세대(5동),5억2천,3억6천,4억500,4억,-23,9건,4건,2억5천,50,2억5천,1건
부산광역시,부산진구,가야동원로얄듀크(국평),https://new.land.naver.com/complexes/19778,2013.05.01.,298세대(2동),5억1천800,3억6천,4억,3억9천500,-23,8건,1건,,,,
부산광역시,부산진구,포레나부산초읍(소형),https://new.land.naver.com/complexes/116166,2020.03.30.,"1,113세대(기타임대 60세대 포함, 총11동)",5억6천400,3억2천500,3억9천500,3억8천,-32,53건,51건,2억6천,55,2억5천,8건
부산광역시,부산진구,연지자이(국평),https://new.land.naver.com/complexes/26210,2007.12.18.,547세대(8동),5억2천300,3억1천500,0,3억8천,-27,13건,2건,2억8천,58,2억8천,1건
부산광역시,부산진구,연지자이2차(소형),https://new.land.naver.com/complexes/26210,2011.12.02.,"1,011세대(공공임대 86세대 포함, 총13동)",5억1천500,3억6천,3억6천,3억7천800,-26,12건,9건,2억6천,60,2억5천,3건
부산광역시,부산진구,서면동일파크스위트1차(국평),https://new.land.naver.com/complexes/104889,2014.11.27.,751세대(8동),5억6천,3억7천,3억8천500,3억7천,-33,47건,31건,2억6천,53,2억5천,5건
부산광역시,부산진구,한라비발디(국평),https://new.land.naver.com/complexes/13160,2005.08.26.,511세대(2동),5억8천500,2억8천,3억5천300,3억6천,-38,4건,3건,3억,61,2억8천,2건
부산광역시,부산진구,가야동원로얄듀크(소형),https://new.land.naver.com/complexes/19778,2013.05.01.,298세대(2동),3억2천,3억400,3억1천,3억5천,9,1건,0건,,,,
부산광역시,부산진구,현대2차(국평),https://new.land.naver.com/complexes/5220,1998.07.15.,"1,901세대(15동)",5억6천,3억2천250,3억5천500,3억4천500,-38,28건,28건,2억5천,60,2억2천,6건
부산광역시,부산진구,연지자이(소형),https://new.land.naver.com/complexes/26210,2007.12.18.,547세대(8동),4억4천,2억8천700,3억7천200,3억4천,-22,13건,3건,2억,49,2억,1건
부산광역시,부산진구,현대1차(국평),https://new.land.naver.com/complexes/5214,1997.11.15.,"1,733세대(13동)",5억7천,2억9천800,0,3억3천,-42,32건,32건,2억3천,52,2억3천,2건
부산광역시,부산진구,서면한신(소형),https://new.land.naver.com/complexes/5249,1997.09.13.,705세대(5동),4억600,3억,3억,3억,-26,4건,2건,2억1천,58,2억,2건
부산광역시,부산진구,현대2차(소형),https://new.land.naver.com/complexes/5220,1998.07.15.,"1,901세대(15동)",4억2천,2억4천,2억5천900,2억8천,-33,30건,28건,2억2천,55,1억8천,7건
부산광역시,부산진구,현대1차(소형),https://new.land.naver.com/complexes/5214,1997.11.15.,"1,733세대(13동)",4억2천,2억3천900,2억3천900,2억6천,-38,29건,29건,2억,62,1억8천,12건
부산광역시,북구,화명푸르지오헤리센트(국평),https://new.land.naver.com/complexes/123730,2021.03.24.,"886세대(기타임대 45세대 포함, 총9동)",7억4천400,4억7천,5억7천,5억8천500,-21,46건,7건,4억1천,59,3억9천,8건
부산광역시,북구,화명롯데캐슬카이저(국평),https://new.land.naver.com/complexes/5536,2012.06.27.,"5,239세대(48동)",7억9천500,5억500,5억6천,5억8천,-27,34건,27건,4억,61,3억4천,4건
부산광역시,북구,e편한세상화명힐스(국평),https://new.land.naver.com/complexes/106986,2015.10.29.,800세대(10동),7억,4억5천,4억8천500,5억,-28,28건,28건,3억5천,62,3억4천,6건
부산광역시,북구,화명푸르지오헤리센트(소형),https://new.land.naver.com/complexes/123730,2021.03.24.,"886세대(기타임대 45세대 포함, 총9동)",5억,4억5천,4억7천500,4억9천,-2,12건,0건,3억3천,62,3억3천,1건
부산광역시,북구,화명2차동원로얄듀크비스타(국평),https://new.land.naver.com/complexes/105637,2015.07.20.,422세대(2동),6억7천,4억5천350,4억8천,4억9천,-26,35건,15건,3억7천,57,3억2천,9건
부산광역시,북구,롯데낙천대(국평),https://new.land.naver.com/complexes/9779,2002.10.29.,"1,950세대(15동)",6억6천500,4억4천500,4억9천500,4억9천,-26,26건,13건,3억2천,51,3억,4건
