시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하rur개수,전세매물최고,전세가율,전세매물최저,전세매물개수
경기도,파주시,책향기마을15단지상록데시앙(국평),"https://new.land.naver.com/complexes?ms=37.723597,126.720211,16&e=RETAIL",2007.03.27.,644세대(8동),6억4천700,4억3천700,0,4억3천500,-32,14건,12건,2억3천,44,2억1천,6건
경기도,파주시,한울마을7단지삼부르네상스(국평),https://new.land.naver.com/complexes/100144,2010.06.15.,724세대(11동),6억5천,3억8천500,3억8천500,4억3천,-33,9건,8건,3억,57,3억,2건
경기도,파주시,가람마을7단지한라비발디(국평),https://new.land.naver.com/complexes/101244,2012.11.29.,978세대(12동),6억4천500,4억2천500,4억7천,4억3천,-33,14건,14건,3억7천,74,2억8천,7건
경기도,파주시,한빛마을5단지캐슬앤칸타빌(소형),https://new.land.naver.com/complexes/100751,2012.07.27.,"2,190세대(22동)",5억5천500,3억7천,4억900,4억3천,-22,11건,4건,3억5천,71,3억5천,1건
경기도,파주시,한빛마을4단지롯데캐슬Ⅱ(소형),,2018.04.26.,"1,169세대(11동)",6억,3억6천500,4억2천,4억2천,-30,54건,34건,4억,67,3억1천,20건
경기도,파주시,해솔마을5단지삼부르네상스(679)(국평),https://new.land.naver.com/complexes/27667,2010.06.15.,"1,390세대(15동)",5억6천,3억5천,4억,4억1천,-26,37건,14건,3억1천,56,3억,4건
경기도,파주시,해솔마을7단지롯데캐슬(소형),https://new.land.naver.com/complexes/103338,2014.11.29.,"1,880세대(20동)",5억4천,3억9천,4억1천200,4억1천,-24,11건,5건,2억9천,51,2억9천,1건
경기도,파주시,가람마을11단지동문굿모닝힐(1368)(국평),https://new.land.naver.com/complexes/27685,2010.06.28.,624세대(7동),5억9천800,3억5천,0,4억,-33,5건,5건,2억7천,60,2억7천,1건
경기도,파주시,한빛마을2단지휴먼빌(국평),https://new.land.naver.com/complexes/9066,2009.06.30.,"1,123세대(14동)",5억8천500,3억5천,3억9천,4억,-31,47건,28건,3억3천,60,3억2천,3건
경기도,파주시,한빛마을7단지(한신휴플러스)(국평),"https://new.land.naver.com/complexes?ms=37.715773,126.750329,16&e=RETAIL",2011.11.09.,"1,352세대(19동)",5억4천800,2억9천,3억8천,4억,-27,33건,18건,3억1천,55,2억8천,3건
경기도,파주시,운정아모리움(국평),https://new.land.naver.com/complexes/27751,2011.06.10.,"1,062세대(16동)",5억4천800,3억5천700,4억,4억,-27,15건,8건,3억,50,2억7천500,3건
경기도,파주시,해솔마을1단지두산위브(647)(국평),https://new.land.naver.com/complexes/27721,2010.04.,668세대(9동),5억,3억2천,3억5천,4억,-20,15건,1건,3억,62,2억8천,4건
경기도,파주시,가람마을1단지벽산한라(1308)(국평),https://new.land.naver.com/complexes/27748,2010.08.23.,"1,145세대(14동)",5억4천700,3억5천500,3억7천,3억9천,-28,24건,24건,3억1천,72,3억,4건
경기도,파주시,가람마을4단지한양수자인(국평),https://new.land.naver.com/complexes/27896,2011.12.19.,780세대(13동),5억2천,3억4천900,3억8천,3억9천,-25,21건,13건,3억2천,71,2억7천,5건
경기도,파주시,한울마을6단지아모리움에듀파크(국평),,2011.07.18.,700세대(9동),5억3천300,3억5천,3억5천,3억8천500,-27,19건,18건,3억2천,74,3억2천,2건
경기도,파주시,산내마을6단지한라비발디(소형),https://new.land.naver.com/complexes/102613,2013.04.26.,823세대(10동),5억750,3억3천600,3억5천,3억8천,-25,8건,8건,,,,
경기도,파주시,가람마을7단지한라비발디(소형),https://new.land.naver.com/complexes/101244,2012.11.29.,978세대(12동),4억8천800,3억4천,3억4천,3억8천,-22,4건,2건,2억7천,68,2억5천,2건
경기도,파주시,한울마을7단지삼부르네상스(소형),https://new.land.naver.com/complexes/100144,2010.06.15.,724세대(11동),4억7천,3억5천700,4억,3억8천,-19,5건,0건,2억6천,65,2억6천,1건
경기도,파주시,해솔마을4단지벽산우남연리지(667)(국평),https://new.land.naver.com/complexes/27719,2010.06.24.,958세대(12동),5억5천300,3억5천,3억9천,3억8천,-31,16건,14건,3억2천,67,2억8천,3건
경기도,파주시,엘크루가람마을5단지(국평),https://new.land.naver.com/complexes/133444,2014.05.21.,821세대(12동),5억4천500,3억6천,3억6천,3억8천,-30,22건,13건,2억9천,57,2억6천,7건
경기도,파주시,책향기마을12단지진흥효자(국평),"https://new.land.naver.com/complexes?ms=37.723597,126.720211,16&e=RETAIL",2005.12.22.,439세대(8동),5억5천,3억3천500,3억6천,3억7천,-32,22건,20건,2억6천,55,2억,9건
경기도,파주시,가람마을10단지월드메르디앙(1356)(국평),https://new.land.naver.com/complexes/27720,2010.07.29.,972세대(13동),5억4천800,3억8천,3억9천,3억7천,-32,13건,9건,2억8천,55,2억8천,1건
경기도,파주시,가람마을9단지남양휴튼(1344)(국평),https://new.land.naver.com/complexes/27659,2010.08.27.,690세대(9동),5억4천500,3억4천500,3억8천,3억6천500,-33,16건,12건,2억8천,60,2억8천,1건
경기도,파주시,가람마을11단지동문굿모닝힐(1368)(소형),https://new.land.naver.com/complexes/27685,2010.06.28.,624세대(7동),3억4천500,3억3천,0,3억5천,1,2건,0건,2억5천,69,2억5천,1건
경기도,파주시,운정아모리움(소형),https://new.land.naver.com/complexes/27751,2011.06.10.,"1,062세대(16동)",4억8천,3억2천800,3억4천200,3억5천,-27,8건,5건,2억8천,58,2억7천,2건
경기도,파주시,가람마을4단지한양수자인(소형),https://new.land.naver.com/complexes/27896,2011.12.19.,780세대(13동),4억2천,3억2천,0,3억5천,-16,2건,0건,2억7천,77,2억7천,1건
경기도,파주시,책향기마을10단지동문굿모닝힐(1698)(국평),"https://new.land.naver.com/complexes?ms=37.723597,126.720211,16&e=RETAIL",2005.12.15.,"1,009세대(16동)",5억3천500,3억3천,3억4천900,3억5천,-34,40건,31건,2억8천,50,2억2천,16건
경기도,파주시,숲속길마을7단지월드메르디앙센트럴파크(국평),https://new.land.naver.com/complexes/17504,2006.01.12.,480세대(7동),5억2천,3억1천700,3억5천700,3억5천,-32,43건,32건,2억5천,50,1억5천,5건
경기도,파주시,한울마을3단지운정더클래스(국평),,2011.08.11.,648세대(11동),5억1천500,3억6천500,3억6천500,3억5천,-32,15건,12건,2억9천,63,2억5천,7건
경기도,파주시,한빛마을3단지아이파크(국평),"https://new.land.naver.com/complexes?ms=37.715773,126.750329,16&e=RETAIL",2004.09.02.,"1,096세대(16동)",5억1천500,3억2천,3억4천,3억5천,-32,27건,25건,2억9천,69,2억6천,5건
경기도,파주시,한울마을2단지운정벽산블루밍아파트(국평),https://new.land.naver.com/complexes/8385,2001.06.30.,"1,260세대(19동)",5억500,3억4천750,3억6천700,3억5천,-30,33건,24건,3억,60,1억7천,9건
경기도,파주시,해솔마을5단지삼부르네상스(679)(소형),https://new.land.naver.com/complexes/27667,2010.06.15.,"1,390세대(15동)",5억3천,3억4천400,3억5천,3억5천,-33,7건,7건,2억7천,66,2억7천,1건
경기도,파주시,해솔마을1단지두산위브(647)(소형),https://new.land.naver.com/complexes/27721,2010.04.,668세대(9동),4억5천500,3억2천500,3억3천900,3억4천900,-23,4건,1건,2억5천,65,2억5천,1건
경기도,파주시,해솔마을4단지벽산우남연리지(667)(소형),https://new.land.naver.com/complexes/27719,2010.06.24.,958세대(12동),4억4천500,3억1천500,0,3억4천500,-22,3건,3건,2억4천500,70,2억4천500,1건
경기도,파주시,가람마을9단지남양휴튼(1344)(소형),https://new.land.naver.com/complexes/27659,2010.08.27.,690세대(9동),4억4천500,3억2천,3억3천800,3억4천,-23,5건,4건,2억4천,67,2억3천,2건
경기도,파주시,가람마을10단지월드메르디앙(1356)(소형),https://new.land.naver.com/complexes/27720,2010.07.29.,972세대(13동),4억4천,3억3천500,3억4천,3억4천,-22,6건,3건,2억3천,64,2억3천,1건
경기도,파주시,산내마을11단지현대아이파크(국평),https://new.land.naver.com/complexes/3723,2002.10.31.,596세대(10동),5억500,3억2천,3억3천800,3억4천,-32,8건,8건,2억8천,74,2억2천,5건
경기도,파주시,가람마을1단지벽산한라(1308)(소형),https://new.land.naver.com/complexes/27748,2010.08.23.,"1,145세대(14동)",4억4천400,3억1천,3억4천200,3억3천,-25,11건,8건,2억5천,68,2억5천,2건
경기도,파주시,해솔마을3단지운정현대(국평),"https://new.land.naver.com/complexes?ms=37.72518,126.74683,16&e=RETAIL",2001.06.09.,"1,274세대(16동)",4억5천500,2억6천,2억6천,3억1천,-31,35건,24건,2억5천,60,2억500,5건
경기도,파주시,산내마을8단지월드메르디앙(114-37)(국평),"https://new.land.naver.com/complexes?ms=37.723452,126.739418,16&e=RETAIL",2001.11.29.,"1,028세대(19동)",4억5천,2억8천500,2억8천500,3억,-33,16건,10건,2억5천,60,2억1천,3건
경기도,파주시,가람마을8단지동문굿모닝힐(국평),"https://new.land.naver.com/complexes?ms=37.732439,126.755068,16&e=RETAIL",2001.09.22.,"1,225세대(13동)",4억7천,2억9천,3억500,2억8천500,-39,21건,14건,2억5천,58,2억,6건
경기도,파주시,해솔마을2단지월드메르디앙(2-117)(국평),"https://new.land.naver.com/complexes?ms=37.72518,126.74683,16&e=RETAIL",2001.04.13.,"1,507세대(18동)",4억5천,2억7천300,2억8천500,2억8천,-37,34건,32건,2억7천500,74,2억1천,7건
경기도,파주시,후곡마을4단지뜨란채주공(국평),https://new.land.naver.com/complexes/9652,2004.11.15.,"1,638세대(21동)",4억6천300,2억8천,2억9천300,2억7천500,-40,36건,36건,3억1천500,88,2억,15건
경기도,파주시,가람마을3단지동문굿모닝힐(국평),"https://new.land.naver.com/complexes?ms=37.732439,126.755068,16&e=RETAIL",2001.09.15.,902세대(17동),4억4천,2억5천,2억8천,2억7천500,-37,39건,38건,2억6천,73,1억7천,13건
경기도,파주시,해솔마을3단지운정현대(소형),"https://new.land.naver.com/complexes?ms=37.72518,126.74683,16&e=RETAIL",2001.06.09.,"1,274세대(16동)",3억6천200,2억3천,0,2억5천,-30,3건,3건,2억1천,74,2억500,2건
경기도,파주시,해솔마을2단지월드메르디앙(2-117)(소형),"https://new.land.naver.com/complexes?ms=37.72518,126.74683,16&e=RETAIL",2001.04.13.,"1,507세대(18동)",3억4천400,1억9천,2억3천,2억4천,-30,19건,14건,1억8천500,64,1억8천500,1건
경기도,평택시,지제역더샵센트럴시티(국평),https://new.land.naver.com/complexes/127382,2022.05.,"1,999세대(19동)",9억,7억3천,0,7억8천,-13,60건,0건,4억5천,41,3억3천,33건
경기도,평택시,고덕국제신도시제일풍경채2차에듀(국평),,2023.01.20.,877세대(9동),5억4천370,4억6천500,0,6억9천,26,3건,0건,3억6천,51,2억9천,3건
경기도,평택시,호반써밋고덕신도시(국평),https://new.land.naver.com/complexes/127110,2021.10.,658세대(10동),8억2천500,6억5천,6억5천,6억8천,-17,26건,0건,3억5천,41,2억6천,6건
경기도,평택시,고덕국제신도시파라곤(국평),"https://new.land.naver.com/complexes?ms=37.045846,127.033764,16&e=RETAIL",2019.06.14.,752세대(11동),9억8천,5억9천500,6억2천,6억7천,-31,34건,25건,3억6천,43,3억3천,6건
경기도,평택시,힐스테이트지제역(국평),https://new.land.naver.com/complexes/122057,2020.12.24.,"1,519세대(16동)",8억,5억9천,0,6억5천,-18,63건,0건,4억,42,2억9천,15건
경기도,평택시,고덕국제신도시제일풍경채(국평),"https://new.land.naver.com/complexes?ms=37.045846,127.033764,16&e=RETAIL",2019.11.11.,"1,022세대(11동)",9억2천,5억6천500,6억4천,6억2천,-32,89건,81건,3억5천,41,2억6천,14건
경기도,평택시,더샵지제역센트럴파크2BL(국평),https://new.land.naver.com/complexes/117573,2020.08.13.,"1,674세대(18동)",7억,5억1천,5억9천,6억,-14,40건,0건,2억6천,38,2억4천,3건
경기도,평택시,호반써밋고덕국제신도시에듀파크(국평),https://new.land.naver.com/complexes/130794,2022.04.18.,766세대(7동),6억8천,4억5천200,5억8천,6억,-11,65건,0건,3억3천,40,2억7천500,30건
경기도,평택시,고덕신도시자연앤자이(국평),https://new.land.naver.com/complexes/116677,2019.07.25.,755세대(9동),9억,5억5천,5억7천500,5억9천,-34,79건,66건,3억5천,41,2억3천,20건
경기도,평택시,고덕국제신도시파라곤에듀포레(국평),https://new.land.naver.com/complexes/125836,2021.07.30.,654세대(10동),6억6천800,5억3천500,5억9천,5억7천,-14,59건,0건,3억1천,34,2억5천,11건
경기도,평택시,더샵지제역센트럴파크1BL(국평),https://new.land.naver.com/complexes/115018,2020.10.07.,"2,124세대(26동)",7억4천700,5억5천,5억7천800,5억6천,-25,37건,4건,2억9천400,39,2억7천,6건
경기도,평택시,신영평택비전지웰푸르지오(국평),https://new.land.naver.com/complexes/114432,2019.01.25.,717세대(8동),7억8천,4억9천300,6억1천,5억6천,-28,29건,5건,3억8천,40,3억4천,3건
경기도,평택시,고덕국제신도시리슈빌레이크파크(국평),https://new.land.naver.com/complexes/127109,2021.11.04.,730세대(11동),7억5천,4억6천,5억6천,5억5천,-26,78건,21건,4억,47,2억3천,40건
경기도,평택시,신안인스빌시그니처(국평),https://new.land.naver.com/complexes/119995,2020.04.27.,613세대(8동),7억4천800,5억8천,5억8천,5억5천,-26,37건,1건,3억3천,41,2억7천,10건
경기도,평택시,평택비전레이크푸르지오(국평),https://new.land.naver.com/complexes/116659,2019.02.,621세대(7동),8억8천,4억7천,6억2천,5억5천,-37,33건,27건,3억6천,38,3억6천,1건
경기도,평택시,평택비전에듀포레푸르지오(국평),https://new.land.naver.com/complexes/114863,2018.09.14.,977세대(11동),5억9천700,4억6천,4억6천,4억9천500,-17,42건,0건,3억6천,54,3억5천,2건
경기도,평택시,평택비전센트럴푸르지오(국평),https://new.land.naver.com/complexes/113924,2018.05.24.,528세대(7동),6억3천,4억500,4억7천800,4억9천500,-21,17건,3건,3억5천,58,3억1천,4건
경기도,평택시,더샵지제역센트럴파크3BL(국평),,2019.07.12.,"1,280세대(16동)",7억2천,4억1천,4억6천800,4억9천,-31,55건,35건,3억,48,3억,1건
경기도,평택시,평택센트럴자이 4단지(국평),https://new.land.naver.com/complexes/112614,2018.08.31.,684세대(6동),6억8천,4억3천,0,4억7천,-30,29건,21건,2억8천,47,2억8천,2건
경기도,평택시,평택센트럴자이2단지(국평),https://new.land.naver.com/complexes/110834,2017.12.15.,851세대(9동),6억5천,4억2천,4억5천,4억7천,-27,34건,25건,3억,46,2억7천,10건
경기도,평택시,힐스테이트지제역(소형),https://new.land.naver.com/complexes/122057,2020.12.24.,"1,519세대(16동)",6억,3억4천,4억8천500,4억7천,-21,41건,2건,2억8천,46,2억3천,6건
경기도,평택시,평택센트럴자이3단지(국평),https://new.land.naver.com/complexes/114448,2019.01.25.,"2,324세대(22동)",7억200,4억2천,4억6천,4억6천500,-33,89건,77건,3억,41,2억7천,8건
경기도,평택시,평택센트럴자이1단지(국평),https://new.land.naver.com/complexes/110833,2017.12.15.,998세대(9동),7억,4억2천,4억5천,4억5천,-35,33건,19건,3억,43,2억6천,7건
경기도,평택시,힐스테이트 평택2차(국평),https://new.land.naver.com/complexes/112004,2018.04.25.,"1,443세대(16동)",6억4천500,4억1천300,4억7천700,4억5천,-30,39건,24건,3억,40,2억7천,4건
경기도,평택시,힐스테이트평택3차(3-1블록)(국평),https://new.land.naver.com/complexes/115891,2019.01.,542세대(7동),6억7천,4억,4억,4억4천900,-32,23건,17건,3억,44,2억7천,3건
경기도,평택시,힐스테이트송담(국평),https://new.land.naver.com/complexes/108758,2016.10.09.,952세대(12동),6억1천,4억3천,0,4억4천,-27,10건,9건,2억6천,52,2억5천,2건
경기도,평택시,평택소사벌호반베르디움(국평),https://new.land.naver.com/complexes/114356,2018.03.30.,737세대(8동),6억3천,3억8천,4억1천750,4억3천,-31,44건,37건,3억2천,58,2억8천,8건
경기도,평택시,더샵지제역센트럴파크1BL(소형),https://new.land.naver.com/complexes/115018,2020.10.07.,"2,124세대(26동)",5억5천800,3억2천300,4억1천400,4억1천,-26,61건,18건,2억8천,53,2억2천,9건
경기도,평택시,더샵지제역센트럴파크2BL(소형),https://new.land.naver.com/complexes/117573,2020.08.13.,"1,674세대(18동)",5억5천,3억,3억7천,4억,-27,51건,12건,2억7천,53,2억3천,4건
경기도,평택시,더샵지제역센트럴파크3BL(소형),,2019.07.12.,"1,280세대(16동)",5억5천,3억2천,3억8천600,4억,-27,15건,15건,2억6천,60,2억3천,3건
경기도,평택시,평택지제역동문굿모닝힐맘시티4단지(국평),https://new.land.naver.com/complexes/115202,2019.08.27.,921세대(15동),6억,3억8천,3억8천500,3억9천,-35,11건,11건,,,,
경기도,평택시,평택지제역동문굿모닝힐맘시티1단지(국평),https://new.land.naver.com/complexes/115197,2019.08.27.,852세대(10동),5억9천,3억8천900,4억400,3억8천500,-34,11건,11건,2억4천,53,2억3천,6건
경기도,평택시,평택센트럴자이 4단지(소형),https://new.land.naver.com/complexes/112614,2018.08.31.,684세대(6동),5억2천,3억2천700,3억8천500,3억7천,-28,19건,18건,,,,
경기도,평택시,평택센트럴자이1단지(소형),https://new.land.naver.com/complexes/110833,2017.12.15.,998세대(9동),5억2천700,3억3천,3억6천,3억6천,-31,37건,25건,2억5천,56,2억1천500,8건
경기도,평택시,평택센트럴자이2단지(소형),https://new.land.naver.com/complexes/110834,2017.12.15.,851세대(9동),5억,3억850,3억4천,3억4천,-32,36건,28건,2억5천,48,2억3천500,6건
경기도,평택시,평택센트럴자이3단지(소형),https://new.land.naver.com/complexes/114448,2019.01.25.,"2,324세대(22동)",5억1천800,2억9천950,3억5천,3억3천,-36,52건,40건,2억5천,48,2억3천,4건
경기도,평택시,평택지제역동문굿모닝힐맘시티1단지(소형),https://new.land.naver.com/complexes/115197,2019.08.27.,852세대(10동),4억5천200,2억6천650,2억9천,2억8천,-38,14건,14건,2억,57,2억,1건
경기도,평택시,힐스테이트송담(소형),https://new.land.naver.com/complexes/108758,2016.10.09.,952세대(12동),4억5천,2억8천,2억8천,2억8천,-37,37건,27건,2억5천,52,2억1천,8건
경기도,평택시,평택지제역동문굿모닝힐맘시티4단지(소형),https://new.land.naver.com/complexes/115202,2019.08.27.,921세대(15동),4억4천,2억7천,2억7천,2억8천,-36,20건,20건,3억1천,95,2억1천,3건
경기도,포천시,포천2차아이파크(국평),https://new.land.naver.com/complexes/113105,2017.12.29.,461세대(9동),4억4천,3억4천,0,4억1천,-6,1건,0건,1억8천,44,1억8천,2건
경기도,포천시,포천아이파크(국평),"https://new.land.naver.com/complexes?ms=37.898308,127.199974,16&e=RETAIL",2017.08.30.,498세대(7동),3억9천700,3억,0,3억5천,-11,3건,0건,,,,
경기도,포천시,포천송우서희스타힐스(국평),https://new.land.naver.com/complexes/125370,2021.01.,829세대(9동),3억9천,3억1천,3억3천500,3억500,-21,6건,1건,,,,
경기도,포천시,석향마을대방노블랜드(국평),https://new.land.naver.com/complexes/14212,2005.12.13.,632세대(8동),3억7천700,2억9천,0,2억9천,-23,4건,2건,1억7천,52,1억7천,1건
경기도,포천시,포천송우서희스타힐스(소형),https://new.land.naver.com/complexes/125370,2021.01.,829세대(9동),2억9천500,2억,2억,2억4천,-18,9건,0건,,,,
경기도,포천시,태봉마을(국평),https://new.land.naver.com/complexes/19147,2005.03.15.,"1,803세대(19동)",3억6천,2억1천500,2억4천800,2억4천,-33,15건,14건,2억,69,1억8천,4건
경기도,포천시,포천아이파크(소형),"https://new.land.naver.com/complexes?ms=37.898308,127.199974,16&e=RETAIL",2017.08.30.,498세대(7동),3억,2억2천100,2억2천900,2억3천,-23,4건,4건,,,,
경기도,포천시,포천2차아이파크(소형),https://new.land.naver.com/complexes/113105,2017.12.29.,461세대(9동),2억9천700,2억3천200,2억3천200,2억3천,-22,5건,1건,1억7천,65,1억5천,2건
경기도,포천시,극동1차스타클래스아파트1단지(국평),,2005.08.05.,124세대(3동),2억4천700,2억,2억,2억3천,-6,2건,0건,,,,
경기도,포천시,극동1차스타클래스아파트2단지(국평),,2005.08.05.,156세대(3동),2억4천,1억8천500,0,2억3천,-4,1건,0건,,,,
경기도,포천시,태봉마을(소형),https://new.land.naver.com/complexes/19147,2005.03.15.,"1,803세대(19동)",2억7천,1억5천800,1억6천900,1억8천900,-30,9건,8건,,,,
경기도,포천시,백자타운빌(국평),https://new.land.naver.com/complexes/17460,2004.03.16.,179세대(2동),1억9천500,1억7천,0,1억7천500,-10,3건,0건,,,,
경기도,포천시,백자타운빌(소형),https://new.land.naver.com/complexes/17460,2004.03.16.,179세대(2동),1억6천500,1억3천,0,1억5천500,-6,3건,0건,,,,
경기도,포천시,한국개나리(소형),https://new.land.naver.com/complexes/11867,1994.12.31.,292세대(2동),1억9천200,1억3천500,1억3천500,1억5천,-21,5건,2건,1억4천,85,1억2천500,2건
경기도,포천시,한국개나리(국평),https://new.land.naver.com/complexes/11867,1994.12.31.,292세대(2동),2억500,1억8천500,0,1억5천,-26,4건,1건,,,,
경기도,포천시,한신(국평),https://new.land.naver.com/complexes/13964,1997.06.17.,269세대(2동),1억7천800,1억5천500,1억5천500,1억4천500,-18,12건,0건,,,,
경기도,포천시,유한(국평),https://new.land.naver.com/complexes/13963,1999.10.09.,354세대(3동),1억8천500,1억4천,1억4천,1억4천,-24,8건,1건,1억,61,1억,2건
경기도,포천시,유한(소형),https://new.land.naver.com/complexes/13963,1999.10.09.,354세대(3동),1억3천,1억1천,1억1천900,1억3천,0,2건,0건,,,,
경기도,포천시,한신(소형),https://new.land.naver.com/complexes/13964,1997.06.17.,269세대(2동),1억3천,1억1천,1억1천500,1억1천500,-11,5건,0건,9천,55,9천,1건
경기도,포천시,한국(소형),https://new.land.naver.com/complexes/13967,1993.03.,264세대(2동),9천480,8천500,0,8천300,-12,4건,0건,7천,82,5천500,3건
경기도,하남시,힐스테이트 포웰시티(국평),https://new.land.naver.com/complexes/125022,2020.10.27.,932세대(6동),11억9천,8억6천,11억9천,11억8천,-0,17건,0건,6억2천,51,6억1천,3건
경기도,하남시,위례롯데캐슬 (국평),https://new.land.naver.com/complexes/26944,2016.01.15.,"1,673세대(14동)",14억9천,8억5천750,10억9천800,11억,-26,62건,23건,7억,52,6억,29건
경기도,하남시,감일에코앤e편한세상(국평),https://new.land.naver.com/complexes/125937,2021.09.07.,866세대(6동),11억,9억6천500,10억2천,10억4천,-5,32건,0건,6억5천,56,5억8천,8건
경기도,하남시,미사강변푸르지오(국평),https://new.land.naver.com/complexes/108479,2016.04.22.,"1,188세대(15동)",13억5천500,8억,10억1천,9억9천,-26,64건,10건,6억7천,46,5억9천,13건
경기도,하남시,미사강변센트럴풍경채(국평),https://new.land.naver.com/complexes/115505,2019.01.08.,726세대(8동),12억3천250,8억2천,9억3천,9억9천,-19,29건,0건,6억7천,56,6억5천,8건
경기도,하남시,미사강변더샵센트럴포레(국평),https://new.land.naver.com/complexes/111028,2017.10.25.,487세대(5동),12억,7억8천,0,9억8천,-18,21건,0건,6억5천,50,6억,5건
경기도,하남시,감일센트레빌(국평),https://new.land.naver.com/complexes/119358,2020.03.12.,589세대(6동),11억5천,8억4천500,0,9억8천,-14,11건,0건,5억8천,53,5억2천,4건
경기도,하남시,감일스타힐스(국평),https://new.land.naver.com/complexes/125345,2021.10.14.,578세대(8동),10억7천,8억8천,9억,9억6천,-10,5건,0건,5억8천,45,5억8천,1건
경기도,하남시,미사강변스타힐스아파트(국평),,2016.11.24.,"1,389세대(16동)",11억5천,8억,8억9천,9억5천,-17,15건,0건,6억,52,5억5천,3건
경기도,하남시,미사강변동일하이빌(국평),https://new.land.naver.com/complexes/113117,2018.02.06.,655세대(6동),10억8천,7억8천,0,9억5천,-12,3건,0건,5억5천,58,5억5천,2건
경기도,하남시,감일한라비발디(국평),https://new.land.naver.com/complexes/115551,2019.06.10.,934세대(8동),12억6천,7억8천800,9억,9억1천,-27,49건,35건,5억5천,46,5억3천,9건
경기도,하남시,이편한세상미사(국평),,2018.06.15.,652세대(5동),11억7천,7억9천,8억9천900,9억1천,-22,56건,7건,6억5천,52,5억6천,16건
경기도,하남시,신안인스빌(국평),https://new.land.naver.com/complexes/113236,2019.01.29.,734세대(8동),12억1천,8억5천,9억8천900,9억,-25,28건,1건,6억,46,5억5천,3건
경기도,하남시,하남유니온시티에일린의뜰(국평),https://new.land.naver.com/complexes/110547,2017.08.18.,754세대(8동),11억9천900,8억6천,9억,9억,-24,34건,21건,6억2천,55,5억5천,8건
경기도,하남시,미사강변루나리움(국평),https://new.land.naver.com/complexes/106200,2015.09.30.,"1,164세대(11동)",11억2천,7억2천,8억2천,9억,-19,4건,0건,,,,
경기도,하남시,미사강변도시 베라체(국평),https://new.land.naver.com/complexes/106201,2015.05.12.,615세대(8동),10억6천500,7억1천,8억3천,9억,-15,4건,0건,,,,
경기도,하남시,미사강변동원로얄듀크(국평),https://new.land.naver.com/complexes/107686,2016.04.14.,808세대(8동),12억8천,7억5천,8억5천,8억8천,-31,43건,34건,7억,58,5억,17건
경기도,하남시,미사강변 하우스디 더 레이크(국평),https://new.land.naver.com/complexes/107025,2016.05.25.,821세대(10동),10억7천,7억,0,8억8천,-17,15건,0건,5억5천,50,5억3천,4건
경기도,하남시,리버나인RIVERNINE(국평),,2014.07.25.,712세대(9동),10억8천,7억4천,7억8천700,8억6천,-20,25건,1건,5억5천,50,5억1천,9건
경기도,하남시,미사강변 골든 센트로(국평),https://new.land.naver.com/complexes/105286,2014.12.05.,"1,541세대(14동)",12억3천,6억,9억2천300,8억5천,-30,17건,6건,6억,50,6억,1건
경기도,하남시,미사강변파밀리에(국평),https://new.land.naver.com/complexes/104310,2014.06.12.,976세대(9동),10억9천,8억500,8억6천700,8억5천,-22,7건,1건,5억7천,58,5억5천,3건
경기도,하남시,미사강변 골든 센트로(소형),https://new.land.naver.com/complexes/105286,2014.12.05.,"1,541세대(14동)",9억7천500,7억,7억,8억5천,-12,2건,0건,5억5천,61,5억5천,1건
경기도,하남시,미사강변한신휴플러스(국평),https://new.land.naver.com/complexes/106199,2015.01.16.,763세대(10동),10억,7억,7억8천200,8억1천,-19,7건,0건,5억2천,52,5억,2건
경기도,하남시,하남더샵센트럴뷰(국평),https://new.land.naver.com/complexes/108350,2016.08.19.,672세대(11동),11억,7억7천,0,8억,-27,18건,8건,5억5천,56,5억,6건
경기도,하남시,감일센트레빌(소형),https://new.land.naver.com/complexes/119358,2020.03.12.,589세대(6동),9억2천300,5억9천,7억,8억,-13,15건,0건,5억,56,4억6천,3건
경기도,하남시,미사강변사랑으로부영아파트(국평),https://new.land.naver.com/complexes/132188,2017.10.31.,"1,104세대(10동)",11억,5억,7억6천,7억8천,-29,69건,22건,6억5천,52,5억5천,11건
경기도,하남시,미사강변 센트리버(소형),https://new.land.naver.com/complexes/108423,2016.09.09.,"1,145세대(13동)",9억4천700,6억8천,6억9천,7억8천,-17,15건,0건,5억,54,4억5천,6건
경기도,하남시,미사강변스타힐스아파트(소형),,2016.11.24.,"1,389세대(16동)",9억4천800,5억6천,6억8천,7억7천,-18,17건,0건,5억,54,4억8천,4건
경기도,하남시,하남힐즈파크푸르지오2단지(국평),https://new.land.naver.com/complexes/114092,2018.09.28.,456세대(7동),9억6천500,6억6천500,7억5천500,7억6천,-21,14건,2건,6억,63,4억9천,10건
경기도,하남시,미사강변루나리움(소형),https://new.land.naver.com/complexes/106200,2015.09.30.,"1,164세대(11동)",9억4천500,6억4천800,7억5천,7억6천,-19,17건,0건,4억5천,53,4억4천,3건
경기도,하남시,미사강변파밀리에(소형),https://new.land.naver.com/complexes/104310,2014.06.12.,976세대(9동),9억4천500,6억7천,7억5천300,7억4천,-21,21건,2건,5억2천,58,5억,3건
경기도,하남시,미사강변동일하이빌(소형),https://new.land.naver.com/complexes/113117,2018.02.06.,655세대(6동),9억3천,7억1천,7억2천,7억4천,-20,20건,2건,4억9천,52,4억3천,10건
